site,thedate,type,taskcode,Calcium,Magnesium,Potassium,Sodium,CHLORIDE (AS Cl),"Chloride, Calculated",Hardness (As CaCO3),Salinity (from sodium),Specific Conductivity,Total Dissolved Solids
S01,2016-07-15T14:31:00Z,N,Stormwater,NA,NA,NA,NA,NA,441.71,NA,NA,1590,NA
S01,2016-07-15T14:35:00Z,N,Stormwater,NA,NA,NA,NA,NA,438.872,NA,NA,1580,NA
S01,2017-07-17T13:10:00Z,N,Baseflow,NA,NA,NA,NA,820,740.8352,1,NA,2644,NA
S01,2017-07-17T13:15:00Z,N,Baseflow,NA,NA,NA,NA,NA,740.2676,NA,NA,2642,NA
S01,2017-07-17T13:18:00Z,N,Baseflow,NA,NA,NA,NA,NA,740.2676,NA,NA,2642,NA
S01,2018-07-17T13:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
S01,2017-07-18T13:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
S01,2018-07-18T11:09:00Z,N,Stormwater,NA,NA,NA,NA,NA,402.8294,NA,NA,1453,NA
S01,2018-07-18T11:11:00Z,N,Stormwater,NA,NA,NA,NA,NA,403.1132,NA,NA,1454,NA
S01,2018-07-18T11:12:00Z,N,Stormwater,NA,NA,NA,NA,420,NA,NA,NA,NA,NA
S01,2018-07-18T11:13:00Z,N,Stormwater,NA,NA,NA,NA,NA,404.5322,NA,NA,1459,NA
S01,2017-07-19T11:52:00Z,N,Stormwater,NA,NA,NA,NA,NA,474.0632,NA,NA,1704,NA
S01,2017-07-19T11:55:00Z,N,Stormwater,NA,NA,NA,NA,480,474.347,NA,NA,1705,NA
S01,2017-07-19T11:57:00Z,N,Stormwater,NA,NA,NA,NA,NA,474.347,NA,NA,1705,NA
S01,2014-07-22T10:50:00Z,N,Baseflow,1,1,NA,NA,680,606.047,1,NA,2340,NA
S01,2012-07-26T13:50:00Z,N,Stormwater,NA,NA,NA,NA,460,506.984,NA,NA,1820,1.16
S01,2016-07-05T11:30:00Z,N,Baseflow,NA,NA,NA,NA,660,NA,1,NA,NA,NA
S01,2016-07-05T11:33:00Z,N,Baseflow,NA,NA,NA,NA,NA,643.208,NA,NA,2300,NA
S01,2016-07-05T11:40:00Z,N,Baseflow,NA,NA,NA,NA,NA,663.074,NA,NA,2370,NA
S01,2018-07-09T16:08:00Z,N,Baseflow,NA,NA,NA,NA,NA,780.851,NA,NA,2785,NA
S01,2018-07-09T16:09:00Z,N,Baseflow,NA,NA,NA,NA,NA,780.851,NA,NA,2785,NA
S01,2018-07-09T16:10:00Z,N,Baseflow,NA,NA,NA,NA,890,NA,1,NA,NA,NA
S01,2018-07-09T16:11:00Z,N,Baseflow,NA,NA,NA,NA,NA,780.5672,NA,NA,2784,NA
S01,2013-08-01T12:15:00Z,N,Baseflow,1,1,NA,NA,390,NA,1,NA,NA,NA
S01,2011-08-10T18:01:00Z,N,Stormwater,NA,NA,NA,NA,280,291.296,NA,NA,1060,0.679
S01,2015-08-12T10:15:00Z,N,Stormwater,1,1,NA,NA,500,504.146,1,NA,1810,NA
S01,2010-08-19T14:45:00Z,N,Baseflow,NA,NA,NA,NA,310,NA,NA,NA,NA,NA
S01,2010-08-19T14:50:00Z,FD,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2013-08-02T10:50:00Z,N,Stormwater,1,1,NA,NA,270,NA,1,NA,NA,NA
S01,2011-08-25T11:30:00Z,N,Baseflow,NA,NA,NA,NA,350,370.76,1,NA,1340,0.858
S01,2010-09-01T11:25:00Z,N,Baseflow,NA,NA,NA,NA,340,NA,NA,NA,NA,NA
S01,2015-09-11T09:25:00Z,N,Stormwater,1,1,NA,NA,410,NA,1,NA,NA,NA
S01,2016-09-11T11:51:00Z,N,Stormwater,NA,NA,NA,NA,430,NA,1,NA,NA,NA
S01,2016-09-12T11:03:00Z,N,Stormwater,NA,NA,NA,NA,NA,501.308,NA,NA,1800,NA
S01,2016-09-12T11:08:00Z,N,Stormwater,NA,NA,NA,NA,NA,501.308,NA,NA,1800,NA
S01,2011-09-13T10:35:00Z,N,Baseflow,1,1,1,1,350,419.006,1,NA,1510,0.967
S01,2011-09-13T10:45:00Z,N,Stormwater,NA,NA,NA,NA,120,136.9088,NA,NA,516,0.319
S01,2013-09-13T12:05:00Z,N,Stormwater,1,1,NA,NA,230,NA,1,NA,NA,NA
S01,2012-09-14T08:50:00Z,N,Baseflow,NA,NA,NA,NA,360,413.33,1,0.7,1490,0.957
S01,2018-09-17T11:29:00Z,N,Baseflow,NA,NA,NA,NA,NA,563.1764,NA,NA,2018,NA
S01,2018-09-17T11:30:00Z,N,Baseflow,NA,NA,NA,NA,NA,562.8926,NA,NA,2017,NA
S01,2018-09-17T11:31:00Z,N,Baseflow,NA,NA,NA,NA,580,562.6088,1,NA,2016,NA
S01,2015-09-18T09:45:00Z,N,Baseflow,1,1,NA,NA,560,NA,1,NA,NA,NA
S01,2018-09-18T09:51:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
S01,2018-09-19T10:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,378.9902,NA,NA,1369,NA
S01,2018-09-19T10:01:00Z,N,Stormwater,NA,NA,NA,NA,360,NA,NA,NA,NA,NA
S01,2018-09-19T09:58:00Z,N,Stormwater,NA,NA,NA,NA,NA,378.9902,NA,NA,1369,NA
S01,2018-09-19T09:59:00Z,N,Stormwater,NA,NA,NA,NA,NA,379.274,NA,NA,1370,NA
S01,2016-09-02T16:35:00Z,N,Baseflow,NA,NA,NA,NA,NA,566.582,NA,NA,2030,NA
S01,2016-09-02T16:40:00Z,N,Baseflow,NA,NA,NA,NA,NA,566.582,NA,NA,2030,NA
S01,2016-09-02T16:45:00Z,N,Baseflow,NA,NA,NA,NA,560,566.582,1,NA,2030,NA
S01,2016-09-02T16:55:00Z,N,Baseflow,NA,NA,NA,NA,NA,575.096,NA,NA,2060,NA
S01,2017-09-24T08:22:00Z,N,Baseflow,NA,NA,NA,NA,NA,712.4552,NA,NA,2544,NA
S01,2017-09-24T08:25:00Z,N,Baseflow,NA,NA,NA,NA,760,NA,1,NA,NA,NA
S01,2017-09-24T08:27:00Z,N,Baseflow,NA,NA,NA,NA,NA,713.5904,NA,NA,2548,NA
S01,2017-09-24T08:29:00Z,N,Baseflow,NA,NA,NA,NA,NA,713.8742,NA,NA,2549,NA
S01,2013-09-26T09:18:00Z,N,Baseflow,1,1,NA,NA,420,NA,1,NA,NA,NA
S01,2014-09-26T13:25:00Z,N,Baseflow,1,1,NA,NA,530,445.727,1,NA,1740,NA
S01,2010-09-28T11:05:00Z,N,Stormwater,NA,NA,NA,NA,220,NA,NA,NA,NA,NA
S01,2012-09-07T14:55:00Z,N,Stormwater,NA,NA,NA,NA,280,322.514,1,NA,1170,0.751
S01,2017-09-07T13:50:00Z,N,Stormwater,NA,NA,NA,NA,160,NA,NA,NA,NA,NA
S01,2017-09-07T14:06:00Z,N,Stormwater,NA,NA,NA,NA,NA,169.262,NA,NA,630,NA
S01,2017-09-07T14:09:00Z,N,Stormwater,NA,NA,NA,NA,NA,169.262,NA,NA,630,NA
S01,2017-09-07T14:12:00Z,N,Stormwater,NA,NA,NA,NA,NA,169.262,NA,NA,630,NA
S01,2017-09-07T04:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
S01,2010-10-01T16:00:00Z,N,Stormwater,NA,NA,NA,NA,81,NA,NA,NA,NA,NA
S01,2012-10-11T16:30:00Z,N,Stormwater,NA,NA,NA,NA,85,141.7334,NA,0,533,0
S01,2010-10-15T09:25:00Z,N,Stormwater,NA,NA,NA,NA,14,NA,NA,NA,NA,NA
S01,2014-10-17T11:00:00Z,N,Stormwater,1,1,NA,NA,110,65.3912,1,NA,264,NA
S01,2010-10-21T13:40:00Z,N,Baseflow,NA,NA,NA,NA,71,NA,NA,NA,NA,NA
S01,2010-10-21T13:50:00Z,FD,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2010-10-21T13:50:00Z,N,Baseflow,NA,NA,NA,NA,70,NA,NA,NA,NA,NA
S01,2011-10-25T10:25:00Z,N,Stormwater,NA,NA,NA,NA,66,126.4082,1,NA,479,0
S01,2012-10-25T17:05:00Z,N,Baseflow,NA,NA,NA,NA,71,NA,1,NA,NA,NA
S01,2010-10-06T13:05:00Z,N,Stormwater,NA,NA,NA,NA,94,NA,NA,NA,NA,NA
S01,2014-10-06T11:00:00Z,N,Stormwater,1,1,NA,NA,130,140.882,1,NA,530,NA
S01,2010-11-15T12:15:00Z,N,Baseflow,NA,NA,NA,NA,60,NA,NA,NA,NA,NA
S01,2010-11-15T12:20:00Z,FD,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2010-11-15T12:20:00Z,N,Baseflow,NA,NA,NA,NA,58,NA,NA,NA,NA,NA
S01,2012-11-29T09:50:00Z,N,Baseflow,NA,NA,NA,NA,110,NA,1,NA,NA,NA
S01,2011-11-30T08:45:00Z,N,Stormwater,NA,NA,NA,NA,52,NA,1,NA,NA,NA
S01,2011-11-09T16:30:00Z,N,Baseflow,NA,NA,NA,NA,59,105.407,1,NA,405,0
S01,2012-02-17T10:45:00Z,N,Spring Melt,NA,NA,NA,NA,140,163.586,NA,NA,610,NA
S01,2017-02-19T12:45:00Z,N,Spring Melt,NA,NA,NA,NA,260,NA,NA,NA,NA,NA
S01,2017-02-19T12:50:00Z,N,Spring Melt,NA,NA,NA,NA,NA,212.6834,NA,NA,783,NA
S01,2017-02-19T12:55:00Z,N,Spring Melt,NA,NA,NA,NA,NA,214.1024,NA,NA,788,NA
S01,2018-02-21T16:26:00Z,N,Spring Melt,NA,NA,NA,NA,NA,215.5214,NA,NA,793,NA
S01,2018-02-21T16:28:00Z,N,Spring Melt,NA,NA,NA,NA,NA,215.2376,NA,NA,792,NA
S01,2018-02-21T16:30:00Z,N,Spring Melt,NA,NA,NA,NA,220,NA,NA,NA,NA,NA
S01,2018-02-21T16:31:00Z,N,Spring Melt,NA,NA,NA,NA,NA,214.67,NA,NA,790,NA
S01,2018-02-27T10:02:00Z,N,Spring Melt,NA,NA,NA,NA,NA,182.033,NA,NA,675,NA
S01,2018-02-27T10:03:00Z,N,Spring Melt,NA,NA,NA,NA,190,NA,NA,NA,NA,NA
S01,2018-02-27T10:04:00Z,N,Spring Melt,NA,NA,NA,NA,190,NA,NA,NA,NA,NA
S01,2018-02-27T09:56:00Z,N,Spring Melt,NA,NA,NA,NA,NA,182.033,NA,NA,675,NA
S01,2018-02-27T09:59:00Z,N,Spring Melt,NA,NA,NA,NA,NA,182.033,NA,NA,675,NA
S01,2017-03-01T14:15:00Z,N,Spring Melt,NA,NA,NA,NA,NA,156.491,NA,NA,585,NA
S01,2017-03-01T14:20:00Z,N,Spring Melt,NA,NA,NA,NA,150,NA,NA,NA,NA,NA
S01,2017-03-01T14:25:00Z,N,Spring Melt,NA,NA,NA,NA,NA,156.2072,NA,NA,584,NA
S01,2013-03-13T15:45:00Z,N,Spring Melt,NA,NA,NA,NA,48,59.791826,1,0,244.27,NA
S01,2019-03-13T16:52:00Z,N,Spring Melt,NA,NA,NA,NA,NA,339.8258,NA,NA,1231,NA
S01,2019-03-13T16:53:00Z,N,Spring Melt,NA,NA,NA,NA,350,NA,NA,NA,NA,NA
S01,2012-03-14T09:20:00Z,N,Spring Melt,NA,NA,NA,NA,67,94.3388,NA,NA,366,0
S01,2019-03-15T15:30:00Z,N,Spring Melt,NA,NA,NA,NA,NA,230.279,NA,NA,845,NA
S01,2019-03-15T15:32:00Z,N,Spring Melt,NA,NA,NA,NA,230,NA,NA,NA,NA,NA
S01,2012-03-16T16:40:00Z,N,Spring Melt,NA,NA,NA,NA,84,114.7724,NA,0,438,0
S01,2017-03-17T15:40:00Z,N,Spring Melt,NA,NA,NA,NA,NA,306.6212,NA,NA,1114,NA
S01,2017-03-17T15:45:00Z,N,Spring Melt,NA,NA,NA,NA,290,306.6212,NA,NA,1114,NA
S01,2014-03-20T15:29:00Z,N,Spring Melt,NA,NA,NA,NA,250,243.9014,1,NA,893,NA
S01,2012-03-22T13:00:00Z,N,Spring Melt,NA,NA,NA,NA,97,129.2462,NA,0,489,0
S01,2011-03-24T13:00:00Z,N,Baseflow,NA,NA,NA,NA,130,148.2608,NA,NA,556,NA
S01,2019-03-24T17:33:00Z,N,Spring Melt,NA,NA,NA,NA,NA,120.98762,NA,NA,459.9,NA
S01,2019-03-24T17:35:00Z,N,Spring Melt,NA,NA,NA,NA,110,NA,NA,NA,NA,NA
S01,2013-03-28T16:40:00Z,N,Spring Melt,NA,NA,NA,NA,79,101.15,1,0,390,0
S01,2014-03-28T15:20:00Z,N,Spring Melt,NA,NA,NA,NA,230,238.2254,1,NA,873,NA
S01,2018-03-28T17:43:00Z,N,Spring Melt,NA,NA,NA,NA,NA,144.8552,NA,NA,544,NA
S01,2018-03-28T17:46:00Z,N,Spring Melt,NA,NA,NA,NA,NA,144.5714,NA,NA,543,NA
S01,2018-03-28T17:49:00Z,N,Spring Melt,NA,NA,NA,NA,NA,144.5714,NA,NA,543,NA
S01,2018-03-28T17:50:00Z,N,Spring Melt,NA,NA,NA,NA,140,NA,NA,NA,NA,NA
S01,2019-03-29T09:36:00Z,N,Spring Melt,NA,NA,NA,NA,NA,122.34986,NA,NA,464.7,NA
S01,2019-03-29T09:40:00Z,N,Spring Melt,NA,NA,NA,NA,110,NA,NA,NA,NA,NA
S01,2011-03-31T11:40:00Z,N,Baseflow,NA,NA,NA,NA,130,155.072,NA,NA,580,NA
S01,2013-03-06T14:40:00Z,N,Spring Melt,NA,NA,NA,NA,130,178.9112,1,0,664,0
S01,2018-03-06T14:43:00Z,N,Spring Melt,NA,NA,NA,NA,NA,192.8174,NA,NA,713,NA
S01,2018-03-06T14:45:00Z,N,Spring Melt,NA,NA,NA,NA,210,192.2498,NA,NA,711,NA
S01,2018-03-06T14:47:00Z,N,Spring Melt,NA,NA,NA,NA,NA,192.2498,NA,NA,711,NA
S01,2017-03-09T14:15:00Z,N,Spring Melt,NA,NA,NA,NA,NA,128.9624,NA,NA,488,NA
S01,2017-03-09T14:20:00Z,N,Spring Melt,NA,NA,NA,NA,110,128.9624,NA,NA,488,NA
S01,2011-04-11T11:30:00Z,N,Stormwater,NA,NA,NA,NA,100,120.1646,NA,NA,457,0
S01,2012-04-19T15:10:00Z,N,Baseflow,NA,NA,NA,NA,140,177.776,NA,0,660,0
S01,2013-04-02T12:10:00Z,N,Spring Melt,NA,NA,NA,NA,62,80.1488,1,0,316,0
S01,2011-04-05T12:00:00Z,N,Stormwater,NA,NA,NA,NA,74,96.0416,NA,NA,372,NA
S01,2014-04-08T15:00:00Z,N,Spring Melt,NA,NA,NA,NA,52,53.1878,1,NA,221,NA
S01,2017-05-01T15:30:00Z,N,Baseflow,NA,NA,NA,NA,NA,126.9758,NA,NA,481,NA
S01,2017-05-01T15:35:00Z,N,Baseflow,NA,NA,NA,NA,99,126.1244,1,NA,478,NA
S01,2017-05-01T15:40:00Z,N,Baseflow,NA,NA,NA,NA,NA,125.8406,NA,NA,477,NA
S01,2018-05-10T14:32:00Z,N,Baseflow,NA,NA,NA,NA,NA,168.1268,NA,NA,626,NA
S01,2018-05-10T14:38:00Z,N,Baseflow,NA,NA,NA,NA,NA,168.4106,NA,NA,627,NA
S01,2018-05-10T14:40:00Z,N,Baseflow,NA,NA,NA,NA,170,NA,1,NA,NA,NA
S01,2018-05-10T14:42:00Z,N,Baseflow,NA,NA,NA,NA,NA,168.4106,NA,NA,627,NA
S01,2016-05-12T14:55:00Z,N,Baseflow,NA,NA,NA,NA,NA,197.9258,NA,NA,731,NA
S01,2016-05-12T15:05:00Z,N,Baseflow,NA,NA,NA,NA,170,NA,1,NA,NA,NA
S01,2014-05-14T11:35:00Z,N,Baseflow,1,1,NA,NA,150,169.5458,1,NA,631,NA
S01,2011-05-16T11:50:00Z,N,Stormwater,NA,NA,NA,NA,NA,57.4448,1,NA,236,0
S01,2011-05-16T00:00:00Z,N,Stormwater,NA,NA,NA,NA,120,NA,NA,NA,NA,NA
S01,2018-05-19T18:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
S01,2018-05-21T13:09:00Z,N,Stormwater,NA,NA,NA,NA,NA,228.5762,NA,NA,839,NA
S01,2018-05-21T13:10:00Z,N,Stormwater,NA,NA,NA,NA,210,NA,NA,NA,NA,NA
S01,2018-05-21T13:12:00Z,N,Stormwater,NA,NA,NA,NA,NA,227.7248,NA,NA,836,NA
S01,2018-05-21T13:14:00Z,N,Stormwater,NA,NA,NA,NA,NA,227.441,NA,NA,835,NA
S01,2013-05-29T10:15:00Z,N,Baseflow,NA,NA,NA,NA,86,115.0562,1,0,439,0
S01,2017-05-05T17:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
S01,2015-05-06T12:50:00Z,N,Baseflow,1,1,NA,NA,160,153.3692,1,NA,574,NA
S01,2017-05-07T13:01:00Z,N,Stormwater,NA,NA,NA,NA,NA,86.96,NA,NA,340,NA
S01,2017-05-07T13:03:00Z,N,Stormwater,NA,NA,NA,NA,69,NA,NA,NA,NA,NA
S01,2017-05-07T13:07:00Z,N,Stormwater,NA,NA,NA,NA,NA,86.96,NA,NA,340,NA
S01,2015-06-01T14:40:00Z,N,Stormwater,1,1,NA,NA,150,73.0538,1,NA,291,NA
S01,2019-06-10T11:30:00Z,N,Baseflow,NA,NA,NA,NA,140,NA,1,NA,NA,NA
S01,2012-06-12T13:00:00Z,N,Baseflow,NA,NA,NA,NA,59,103.1366,NA,NA,397,0
S01,2014-06-13T13:18:00Z,N,Stormwater,1,1,NA,NA,130,155.072,1,NA,580,NA
S01,2013-06-20T10:20:00Z,N,Baseflow,NA,NA,NA,NA,98,163.3022,1,0,609,0
S01,2011-06-27T12:15:00Z,N,Stormwater,NA,NA,NA,NA,NA,93.2036,NA,NA,362,0
S01,2016-06-05T20:30:00Z,N,Stormwater,NA,NA,NA,NA,190,NA,1,NA,NA,NA
S01,2016-06-07T12:20:00Z,N,Stormwater,NA,NA,NA,NA,NA,115.9076,NA,NA,442,NA
S01,2016-06-07T12:25:00Z,N,Stormwater,NA,NA,NA,NA,NA,115.6238,NA,NA,441,NA
S01,2011-07-13T12:45:00Z,N,Baseflow,NA,NA,NA,NA,120,183.452,1,NA,680,0
S01,2012-07-13T10:20:00Z,N,Baseflow,NA,NA,NA,NA,96,159.329,NA,NA,595,0
S01,2015-07-14T12:55:00Z,N,Baseflow,1,1,NA,NA,230,241.9148,1,NA,886,NA
S01,2016-07-14T22:30:00Z,FD,Stormwater,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
S01,2016-07-14T22:30:00Z,N,Stormwater,NA,NA,NA,NA,130,NA,1,NA,NA,NA
S01,2016-07-15T17:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,173.519,NA,NA,645,NA
S01,2016-07-15T17:10:00Z,N,Stormwater,NA,NA,NA,NA,NA,173.519,NA,NA,645,NA
S01,2017-07-17T15:15:00Z,N,Baseflow,NA,NA,NA,NA,NA,189.128,NA,NA,700,NA
S01,2017-07-17T15:20:00Z,N,Baseflow,NA,NA,NA,NA,190,188.8442,1,NA,699,NA
S01,2017-07-17T15:25:00Z,N,Baseflow,NA,NA,NA,NA,NA,188.8442,NA,NA,699,NA
S01,2018-07-17T13:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
S01,2018-07-18T13:26:00Z,N,Stormwater,NA,NA,NA,NA,NA,188.5604,NA,NA,698,NA
S01,2018-07-18T13:27:00Z,N,Stormwater,NA,NA,NA,NA,NA,188.5604,NA,NA,698,NA
S01,2018-07-18T13:29:00Z,N,Stormwater,NA,NA,NA,NA,180,NA,NA,NA,NA,NA
S01,2018-07-18T13:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,188.2766,NA,NA,697,NA
S01,2017-07-19T13:23:00Z,N,Stormwater,NA,NA,NA,NA,NA,288.458,NA,NA,1050,NA
S01,2017-07-19T13:25:00Z,N,Stormwater,NA,NA,NA,NA,260,NA,NA,NA,NA,NA
S01,2017-07-19T13:29:00Z,N,Stormwater,NA,NA,NA,NA,NA,288.7418,NA,NA,1051,NA
S01,2017-07-19T13:36:00Z,N,Stormwater,NA,NA,NA,NA,NA,288.1742,NA,NA,1049,NA
S01,2014-07-22T12:25:00Z,N,Baseflow,1,1,NA,NA,170,189.9794,1,NA,703,NA
S01,2016-07-05T15:52:00Z,N,Baseflow,NA,NA,NA,NA,190,NA,1,NA,NA,NA
S01,2016-07-05T15:55:00Z,N,Baseflow,NA,NA,NA,NA,NA,249.8612,NA,NA,914,NA
S01,2016-07-05T16:02:00Z,N,Baseflow,NA,NA,NA,NA,NA,249.8612,NA,NA,914,NA
S01,2018-07-09T13:10:00Z,FD,Baseflow,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
S01,2018-07-09T13:10:00Z,N,Baseflow,NA,NA,NA,NA,240,NA,1,NA,NA,NA
S01,2018-07-09T13:11:00Z,N,Baseflow,NA,NA,NA,NA,NA,40.21814,NA,NA,175.3,NA
S01,2018-07-09T13:12:00Z,N,Baseflow,NA,NA,NA,NA,NA,39.8492,NA,NA,174,NA
S01,2018-07-09T13:13:00Z,N,Baseflow,NA,NA,NA,NA,NA,39.02618,NA,NA,171.1,NA
S01,2013-08-01T15:40:00Z,N,Baseflow,1,1,NA,NA,87,NA,1,NA,NA,NA
S01,2011-08-10T16:50:00Z,N,Stormwater,NA,NA,NA,NA,78,114.2048,NA,NA,436,0
S01,2015-08-12T12:45:00Z,N,Stormwater,1,1,NA,NA,210,88.154798,1,NA,344.21,NA
S01,2010-08-19T15:10:00Z,N,Baseflow,NA,NA,NA,NA,53,NA,NA,NA,NA,NA
S01,2013-08-02T10:50:00Z,N,Stormwater,1,1,NA,NA,72,NA,1,NA,NA,NA
S01,2011-08-25T10:20:00Z,N,Baseflow,NA,NA,NA,NA,84,134.6384,1,NA,508,0
S01,2010-09-01T11:45:00Z,N,Baseflow,NA,NA,NA,NA,120,NA,NA,NA,NA,NA
S01,2015-09-11T10:45:00Z,N,Stormwater,1,1,NA,NA,110,129.754202,1,NA,490.79,NA
S01,2011-09-13T14:50:00Z,N,Baseflow,1,1,1,1,84,154.5044,1,NA,578,0
S01,2011-09-13T15:00:00Z,N,Stormwater,NA,NA,NA,NA,70,NA,NA,NA,NA,NA
S01,2013-09-13T13:40:00Z,N,Stormwater,1,1,NA,NA,65,NA,1,NA,NA,NA
S01,2012-09-14T10:30:00Z,N,Baseflow,NA,NA,NA,NA,94,170.681,1,0,635,0
S01,2018-09-17T13:02:00Z,N,Baseflow,NA,NA,NA,NA,150,NA,1,NA,NA,NA
S01,2018-09-17T12:57:00Z,N,Baseflow,NA,NA,NA,NA,NA,186.8576,NA,NA,692,NA
S01,2018-09-17T12:58:00Z,N,Baseflow,NA,NA,NA,NA,NA,186.8576,NA,NA,692,NA
S01,2018-09-17T12:59:00Z,N,Baseflow,NA,NA,NA,NA,NA,176.357,NA,NA,655,NA
S01,2015-09-18T11:45:00Z,N,Baseflow,1,1,NA,NA,140,155.103218,1,NA,580.11,NA
S01,2018-09-18T09:51:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
S01,2018-09-19T12:33:00Z,N,Stormwater,NA,NA,NA,NA,NA,155.3558,NA,NA,581,NA
S01,2018-09-19T12:34:00Z,N,Stormwater,NA,NA,NA,NA,NA,155.6396,NA,NA,582,NA
S01,2018-09-19T12:35:00Z,N,Stormwater,NA,NA,NA,NA,NA,155.3558,NA,NA,581,NA
S01,2018-09-19T12:38:00Z,N,Stormwater,NA,NA,NA,NA,120,NA,NA,NA,NA,NA
S01,2016-09-02T13:35:00Z,N,Baseflow,NA,NA,NA,NA,200,257.8076,1,NA,942,NA
S01,2016-09-02T13:43:00Z,N,Baseflow,NA,NA,NA,NA,NA,258.659,NA,NA,945,NA
S01,2016-09-02T13:50:00Z,N,Baseflow,NA,NA,NA,NA,NA,258.659,NA,NA,945,NA
S01,2017-09-24T09:33:00Z,N,Baseflow,NA,NA,NA,NA,NA,288.1742,NA,NA,1049,NA
S01,2017-09-24T09:35:00Z,N,Baseflow,NA,NA,NA,NA,240,NA,1,NA,NA,NA
S01,2017-09-24T09:36:00Z,N,Baseflow,NA,NA,NA,NA,NA,287.039,NA,NA,1045,NA
S01,2017-09-24T09:38:00Z,N,Baseflow,NA,NA,NA,NA,NA,286.7552,NA,NA,1044,NA
S01,2013-09-26T11:47:00Z,N,Baseflow,1,1,NA,NA,97,NA,1,NA,NA,NA
S01,2014-09-26T14:50:00Z,N,Baseflow,1,1,NA,NA,130,145.7066,1,NA,547,NA
S01,2010-09-28T11:05:00Z,N,Stormwater,NA,NA,NA,NA,63,NA,NA,NA,NA,NA
S01,2012-09-07T17:30:00Z,N,Stormwater,NA,NA,NA,NA,63,NA,1,NA,NA,NA
S01,2017-09-07T04:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
S01,2017-09-07T16:48:00Z,N,Stormwater,NA,NA,NA,NA,NA,66.69668,NA,NA,268.6,NA
S01,2017-09-07T16:51:00Z,N,Stormwater,NA,NA,NA,NA,NA,66.86696,NA,NA,269.2,NA
S01,2017-09-07T16:54:00Z,N,Stormwater,NA,NA,NA,NA,NA,67.03724,NA,NA,269.8,NA
S01,2017-09-07T17:10:00Z,N,Stormwater,NA,NA,NA,NA,44,NA,NA,NA,NA,NA
S01,2015-10-01T10:40:00Z,N,Stormwater,17.6,4050,NA,NA,74,NA,60.7,NA,NA,NA
S01,2014-10-17T09:50:00Z,N,Stormwater,36.4,8.57,NA,NA,140,1,126,NA,1,NA
S01,2014-10-06T10:20:00Z,N,Stormwater,28.3,6.34,NA,NA,NA,1,96.8,NA,1,NA
S01,2017-02-19T13:30:00Z,N,Spring Melt,NA,NA,NA,NA,210,NA,NA,NA,NA,NA
S01,2017-02-19T13:40:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2017-02-19T13:45:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2018-02-21T16:50:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2018-02-21T16:52:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2018-02-21T16:54:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2018-02-21T16:55:00Z,N,Spring Melt,NA,NA,NA,NA,190,NA,NA,NA,NA,NA
S01,2018-02-27T10:22:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2018-02-27T10:25:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2018-02-27T10:28:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2018-02-27T10:30:00Z,N,Spring Melt,NA,NA,NA,NA,180,NA,NA,NA,NA,NA
S01,2017-03-01T15:15:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2017-03-01T15:20:00Z,N,Spring Melt,NA,NA,NA,NA,140,1,NA,NA,1,NA
S01,2013-03-13T13:30:00Z,N,Spring Melt,NA,NA,NA,NA,43,1,37,0,1,NA
S01,2019-03-13T17:15:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2019-03-13T17:16:00Z,N,Spring Melt,NA,NA,NA,NA,270,NA,NA,NA,NA,NA
