site,thedate,type,taskcode,Calcium,Magnesium,Potassium,Sodium,CHLORIDE (AS Cl),"Chloride, Calculated",Hardness (As CaCO3),Salinity (from sodium),Specific Conductivity,Total Dissolved Solids
S01,2019-03-15T15:52:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2019-03-15T15:53:00Z,N,Spring Melt,NA,NA,NA,NA,230,NA,NA,NA,NA,NA
S01,2017-03-17T16:45:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2017-03-17T16:50:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2017-03-17T16:55:00Z,N,Spring Melt,NA,NA,NA,NA,310,NA,NA,NA,NA,NA
S01,2014-03-20T14:42:00Z,N,Spring Melt,NA,NA,NA,NA,290,1,66,NA,1,NA
S01,2019-03-24T17:55:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2019-03-24T17:57:00Z,N,Spring Melt,NA,NA,NA,NA,110,NA,NA,NA,NA,NA
S01,2013-03-28T14:50:00Z,N,Spring Melt,NA,NA,NA,NA,75,1,53,0,1,0
S01,2014-03-28T14:10:00Z,N,Spring Melt,NA,NA,NA,NA,240,1,120,NA,1,NA
S01,2018-03-28T18:10:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2018-03-28T18:13:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2018-03-28T18:15:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2018-03-28T18:18:00Z,N,Spring Melt,NA,NA,NA,NA,160,NA,NA,NA,NA,NA
S01,2019-03-29T10:04:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2019-03-29T10:10:00Z,N,Spring Melt,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
S01,2013-03-06T13:40:00Z,N,Spring Melt,NA,NA,NA,NA,120,1,70,0,1,0
S01,2018-03-06T15:12:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2018-03-06T15:14:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2018-03-06T15:15:00Z,N,Spring Melt,NA,NA,NA,NA,200,NA,NA,NA,NA,NA
S01,2018-03-06T15:16:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2017-03-09T14:50:00Z,N,Spring Melt,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2017-03-09T14:55:00Z,N,Spring Melt,NA,NA,NA,NA,140,1,NA,NA,1,NA
S01,2013-04-02T10:55:00Z,N,Spring Melt,NA,NA,NA,NA,71,1,57,0,1,0
S01,2014-04-08T14:16:00Z,N,Spring Melt,NA,NA,NA,NA,52,1,32,NA,1,NA
S01,2017-05-01T16:50:00Z,N,Baseflow,NA,NA,NA,NA,110,1,85,NA,1,NA
S01,2017-05-01T16:55:00Z,N,Baseflow,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2017-05-01T17:00:00Z,N,Baseflow,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2018-05-10T15:09:00Z,N,Baseflow,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2018-05-10T15:14:00Z,N,Baseflow,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2018-05-10T15:18:00Z,N,Baseflow,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2018-05-10T15:20:00Z,N,Baseflow,NA,NA,NA,NA,170,NA,130,NA,NA,NA
S01,2016-05-12T15:30:00Z,N,Baseflow,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2016-05-12T15:40:00Z,N,Baseflow,NA,NA,NA,NA,180,NA,140,NA,NA,NA
S01,2014-05-14T10:20:00Z,N,Baseflow,40.9,9.07,NA,NA,180,1,140,NA,1,NA
S01,2018-05-19T18:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,150,NA,NA,NA
S01,2018-05-21T13:33:00Z,N,Stormwater,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2018-05-21T13:35:00Z,N,Stormwater,NA,NA,NA,NA,160,1,NA,NA,1,NA
S01,2018-05-21T13:37:00Z,N,Stormwater,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2013-05-29T08:15:00Z,N,Baseflow,NA,NA,NA,NA,98,1,95,0,1,0
S01,2017-05-05T17:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,76,NA,NA,NA
S01,2015-05-06T11:45:00Z,N,Baseflow,40.9,8760,NA,NA,190,1,138,NA,1,NA
S01,2017-05-07T13:28:00Z,N,Stormwater,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2017-05-07T13:31:00Z,N,Stormwater,NA,NA,NA,NA,73,NA,NA,NA,NA,NA
S01,2017-05-07T13:34:00Z,N,Stormwater,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2015-06-01T13:45:00Z,N,Stormwater,34.2,7270,NA,NA,180,1,115,NA,1,NA
S01,2019-06-10T12:05:00Z,N,Baseflow,NA,NA,NA,NA,140,NA,140,NA,NA,NA
S01,2014-06-13T12:38:00Z,N,Stormwater,24,5.64,NA,NA,100,1,83.2,NA,1,NA
S01,2013-06-20T09:40:00Z,N,Baseflow,NA,NA,NA,NA,100,1,110,0,1,0
S01,2016-06-05T20:30:00Z,N,Stormwater,NA,NA,NA,NA,200,NA,149,NA,NA,NA
S01,2016-06-07T10:45:00Z,N,Stormwater,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2016-06-07T10:55:00Z,N,Stormwater,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2015-07-14T11:45:00Z,N,Baseflow,64.1,14200,NA,NA,370,1,218,NA,1,NA
S01,2016-07-14T22:30:00Z,N,Stormwater,NA,NA,NA,NA,160,NA,107,NA,NA,NA
S01,2016-07-15T15:36:00Z,N,Stormwater,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2016-07-15T15:41:00Z,N,Stormwater,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2017-07-17T16:05:00Z,N,Baseflow,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2017-07-17T16:10:00Z,N,Baseflow,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2017-07-17T16:15:00Z,N,Baseflow,NA,NA,NA,NA,240,1,200,NA,1,NA
S01,2018-07-17T13:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,100,NA,NA,NA
S01,2018-07-18T13:57:00Z,N,Stormwater,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2018-07-18T13:58:00Z,N,Stormwater,NA,NA,NA,NA,160,1,NA,NA,1,NA
S01,2018-07-18T14:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2017-07-19T14:01:00Z,N,Stormwater,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2017-07-19T14:04:00Z,N,Stormwater,NA,NA,NA,NA,180,1,NA,NA,1,NA
S01,2017-07-19T14:07:00Z,N,Stormwater,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2014-07-22T11:35:00Z,N,Baseflow,48.9,10.7,NA,NA,210,1,166,NA,1,NA
S01,2016-07-06T11:45:00Z,N,Baseflow,NA,NA,NA,NA,290,1,199,NA,1,NA
S01,2016-07-06T11:55:00Z,N,Baseflow,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2018-07-09T14:00:00Z,N,Baseflow,NA,NA,NA,NA,360,NA,180,NA,NA,NA
S01,2018-07-09T14:04:00Z,N,Baseflow,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2018-07-09T14:06:00Z,N,Baseflow,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2018-07-09T14:07:00Z,N,Baseflow,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2013-08-01T14:00:00Z,N,Baseflow,44.4,8.29,NA,NA,92,NA,145,NA,NA,NA
S01,2015-08-12T11:25:00Z,FD,Stormwater,NA,NA,NA,NA,NA,NA,89.4,NA,NA,NA
S01,2015-08-12T11:25:00Z,N,Stormwater,25.7,6120,NA,NA,140,1,NA,NA,1,NA
S01,2013-08-02T10:50:00Z,N,Stormwater,27.6,5.71,NA,NA,72,NA,92.5,NA,NA,NA
S01,2013-09-13T12:20:00Z,N,Stormwater,22.1,5.18,NA,NA,65,NA,76.6,NA,NA,NA
S01,2018-09-17T13:32:00Z,N,Baseflow,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2018-09-17T13:33:00Z,N,Baseflow,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2018-09-17T13:34:00Z,N,Baseflow,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2018-09-17T13:37:00Z,N,Baseflow,NA,NA,NA,NA,140,NA,120,NA,NA,NA
S01,2015-09-18T10:40:00Z,N,Baseflow,43.5,9660,NA,NA,210,NA,148,NA,NA,NA
S01,2018-09-18T09:51:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,110,NA,NA,NA
S01,2018-09-19T13:22:00Z,N,Stormwater,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2018-09-19T13:23:00Z,N,Stormwater,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2018-09-19T13:24:00Z,N,Stormwater,NA,NA,NA,NA,96,1,NA,NA,1,NA
S01,2016-09-02T10:04:00Z,N,Baseflow,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2016-09-02T10:05:00Z,N,Baseflow,NA,NA,NA,NA,420,NA,228,NA,NA,NA
S01,2016-09-02T10:10:00Z,N,Baseflow,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2016-09-02T09:48:00Z,N,Baseflow,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2017-09-24T10:03:00Z,N,Baseflow,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2017-09-24T10:05:00Z,N,Baseflow,NA,NA,NA,NA,290,NA,170,NA,NA,NA
S01,2017-09-24T10:06:00Z,N,Baseflow,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2013-09-26T10:05:00Z,N,Baseflow,43,9.25,NA,NA,110,NA,146,NA,NA,NA
S01,2014-09-26T13:55:00Z,N,Baseflow,44,10.1,NA,NA,160,1,151,NA,1,NA
S01,2017-09-07T04:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,56,NA,NA,NA
S01,2017-09-07T17:38:00Z,N,Stormwater,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2017-09-07T17:41:00Z,N,Stormwater,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2017-09-07T17:44:00Z,N,Stormwater,NA,NA,NA,NA,NA,1,NA,NA,1,NA
S01,2017-09-07T17:53:00Z,N,Stormwater,NA,NA,NA,NA,60,NA,NA,NA,NA,NA
S01,2010-10-01T16:01:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2015-10-01T11:40:00Z,N,Stormwater,29.2,6970,NA,NA,160,NA,102,NA,NA,NA
S01,2012-10-11T16:13:00Z,N,Stormwater,NA,NA,NA,NA,120,159.8966,NA,0,597,0
S01,2010-10-15T09:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2014-10-17T10:45:00Z,N,Stormwater,26.4,8.04,NA,NA,150,81.5678,99.1,NA,321,NA
S01,2010-10-21T13:10:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2011-10-25T14:00:00Z,N,Stormwater,NA,NA,NA,NA,69,86.96,77,NA,340,0
S01,2012-10-25T16:31:00Z,N,Baseflow,NA,NA,NA,NA,79,NA,100,NA,NA,NA
S01,2010-10-06T14:16:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2014-10-06T10:48:00Z,N,Stormwater,26.2,6.98,NA,NA,140,140.0306,94.2,NA,527,NA
S01,2010-11-15T13:20:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2012-11-29T07:10:00Z,N,Baseflow,NA,NA,NA,NA,120,NA,130,NA,NA,NA
S01,2011-11-30T11:05:00Z,N,Stormwater,NA,NA,NA,NA,36,NA,46,NA,NA,NA
S01,2011-11-09T16:00:00Z,N,Baseflow,NA,NA,NA,NA,72,109.0964,83,NA,418,0
S01,2012-02-17T10:35:00Z,N,Spring Melt,NA,NA,NA,NA,120,138.044,NA,NA,520,NA
S01,2017-02-19T14:25:00Z,N,Spring Melt,NA,NA,NA,NA,380,NA,NA,NA,NA,NA
S01,2017-02-19T14:35:00Z,N,Spring Melt,NA,NA,NA,NA,NA,375.8684,NA,NA,1358,NA
S01,2017-02-19T14:40:00Z,N,Spring Melt,NA,NA,NA,NA,NA,376.7198,NA,NA,1361,NA
S01,2018-02-21T17:05:00Z,N,Spring Melt,NA,NA,NA,NA,NA,205.5884,NA,NA,758,NA
S01,2018-02-21T17:07:00Z,N,Spring Melt,NA,NA,NA,NA,NA,204.1694,NA,NA,753,NA
S01,2018-02-21T17:09:00Z,N,Spring Melt,NA,NA,NA,NA,NA,203.318,NA,NA,750,NA
S01,2018-02-21T17:10:00Z,N,Spring Melt,NA,NA,NA,NA,220,NA,NA,NA,NA,NA
S01,2018-02-27T10:44:00Z,N,Spring Melt,NA,NA,NA,NA,NA,256.6724,NA,NA,938,NA
S01,2018-02-27T10:47:00Z,N,Spring Melt,NA,NA,NA,NA,NA,256.9562,NA,NA,939,NA
S01,2018-02-27T10:50:00Z,N,Spring Melt,NA,NA,NA,NA,NA,257.5238,NA,NA,941,NA
S01,2018-02-27T10:51:00Z,N,Spring Melt,NA,NA,NA,NA,290,NA,NA,NA,NA,NA
S01,2017-03-01T16:15:00Z,N,Spring Melt,NA,NA,NA,NA,NA,186.0062,NA,NA,689,NA
S01,2017-03-01T16:20:00Z,N,Spring Melt,NA,NA,NA,NA,190,NA,NA,NA,NA,NA
S01,2017-03-01T16:25:00Z,N,Spring Melt,NA,NA,NA,NA,NA,185.1548,NA,NA,686,NA
S01,2013-03-13T14:00:00Z,N,Spring Melt,NA,NA,NA,NA,48,59.916698,34,0,244.71,NA
S01,2019-03-13T17:31:00Z,N,Spring Melt,NA,NA,NA,NA,NA,464.9816,NA,NA,1672,NA
S01,2019-03-13T17:32:00Z,N,Spring Melt,NA,NA,NA,NA,500,NA,NA,NA,NA,NA
S01,2012-03-14T11:50:00Z,N,Spring Melt,NA,NA,NA,NA,72,92.9198,NA,NA,361,0
S01,2014-03-14T14:48:00Z,N,Spring Melt,NA,NA,NA,NA,440,NA,81,NA,NA,NA
S01,2019-03-15T16:07:00Z,N,Spring Melt,NA,NA,NA,NA,NA,182.033,NA,NA,675,NA
S01,2019-03-15T16:09:00Z,N,Spring Melt,NA,NA,NA,NA,190,NA,NA,NA,NA,NA
S01,2012-03-16T15:30:00Z,N,Spring Melt,NA,NA,NA,NA,120,142.301,NA,0,535,0
S01,2017-03-17T17:20:00Z,N,Spring Melt,NA,NA,NA,NA,430,NA,NA,NA,NA,NA
S01,2017-03-17T17:25:00Z,N,Spring Melt,NA,NA,NA,NA,NA,426.3848,NA,NA,1536,NA
S01,2017-03-17T17:30:00Z,N,Spring Melt,NA,NA,NA,NA,NA,426.9524,NA,NA,1538,NA
S01,2014-03-20T15:11:00Z,N,Spring Melt,NA,NA,NA,NA,230,226.5896,56,NA,832,NA
S01,2012-03-22T11:20:00Z,N,Spring Melt,NA,NA,NA,NA,95,124.4216,NA,0,472,0
S01,2011-03-24T12:30:00Z,N,Baseflow,NA,NA,NA,NA,NA,150.5312,NA,NA,564,NA
S01,2019-03-24T18:11:00Z,N,Spring Melt,NA,NA,NA,NA,NA,138.6116,NA,NA,522,NA
S01,2019-03-24T18:13:00Z,N,Spring Melt,NA,NA,NA,NA,150,NA,NA,NA,NA,NA
S01,2019-03-24T18:14:00Z,N,Spring Melt,NA,NA,NA,NA,150,NA,NA,NA,NA,NA
S01,2013-03-28T14:15:00Z,N,Spring Melt,NA,NA,NA,NA,86,111.3668,51,0,426,0
S01,2014-03-28T15:00:00Z,N,Spring Melt,NA,NA,NA,NA,310,294.134,110,NA,1070,NA
S01,2018-03-28T18:30:00Z,N,Spring Melt,NA,NA,NA,NA,NA,140.882,NA,NA,530,NA
S01,2018-03-28T18:33:00Z,N,Spring Melt,NA,NA,NA,NA,NA,140.3144,NA,NA,528,NA
S01,2018-03-28T18:36:00Z,N,Spring Melt,NA,NA,NA,NA,NA,139.7468,NA,NA,526,NA
S01,2018-03-28T18:37:00Z,N,Spring Melt,NA,NA,NA,NA,150,NA,NA,NA,NA,NA
S01,2019-03-29T10:29:00Z,N,Spring Melt,NA,NA,NA,NA,NA,192.2498,NA,NA,711,NA
S01,2019-03-29T10:45:00Z,N,Spring Melt,NA,NA,NA,NA,200,NA,NA,NA,NA,NA
S01,2011-03-31T10:50:00Z,N,Baseflow,NA,NA,NA,NA,NA,145.9904,NA,NA,548,NA
S01,2013-03-06T14:20:00Z,N,Spring Melt,NA,NA,NA,NA,130,171.2486,60,0,637,0
S01,2018-03-06T15:31:00Z,N,Spring Melt,NA,NA,NA,NA,NA,252.4154,NA,NA,923,NA
S01,2018-03-06T15:33:00Z,N,Spring Melt,NA,NA,NA,NA,NA,252.4154,NA,NA,923,NA
S01,2018-03-06T15:35:00Z,N,Spring Melt,NA,NA,NA,NA,NA,252.4154,NA,NA,923,NA
S01,2018-03-06T15:45:00Z,N,Spring Melt,NA,NA,NA,NA,300,NA,NA,NA,NA,NA
S01,2017-03-09T15:25:00Z,N,Spring Melt,NA,NA,NA,NA,190,196.7906,NA,NA,727,NA
S01,2017-03-09T15:30:00Z,N,Spring Melt,NA,NA,NA,NA,NA,196.223,NA,NA,725,NA
S01,2011-04-11T10:35:00Z,N,Stormwater,NA,NA,NA,NA,NA,103.988,NA,NA,400,0
S01,2012-04-19T13:16:00Z,N,Baseflow,NA,NA,NA,NA,260,282.782,NA,0,1030,0
S01,2013-04-02T11:55:00Z,N,Spring Melt,NA,NA,NA,NA,67,74.189,43,0,295,0
S01,2011-04-05T11:15:00Z,N,Stormwater,NA,NA,NA,NA,NA,100.2986,NA,NA,387,NA
S01,2014-04-08T14:47:00Z,N,Spring Melt,NA,NA,NA,NA,56,56.3096,30,NA,232,NA
S01,2017-05-01T17:17:00Z,N,Baseflow,NA,NA,NA,NA,NA,177.2084,NA,NA,658,NA
S01,2017-05-01T17:20:00Z,N,Baseflow,NA,NA,NA,NA,160,NA,78,NA,NA,NA
S01,2017-05-01T17:21:00Z,N,Baseflow,NA,NA,NA,NA,NA,177.4922,NA,NA,659,NA
S01,2017-05-01T17:25:00Z,N,Baseflow,NA,NA,NA,NA,NA,177.4922,NA,NA,659,NA
S01,2018-05-10T15:47:00Z,N,Baseflow,NA,NA,NA,NA,NA,349.7588,NA,NA,1266,NA
S01,2018-05-10T15:49:00Z,N,Baseflow,NA,NA,NA,NA,NA,349.7588,NA,NA,1266,NA
S01,2018-05-10T15:50:00Z,N,Baseflow,NA,NA,NA,NA,350,NA,140,NA,NA,NA
S01,2018-05-10T15:53:00Z,N,Baseflow,NA,NA,NA,NA,NA,349.7588,NA,NA,1266,NA
S01,2016-05-12T16:55:00Z,N,Baseflow,NA,NA,NA,NA,NA,188.2766,NA,NA,697,NA
S01,2016-05-12T17:05:00Z,N,Baseflow,NA,NA,NA,NA,270,NA,160,NA,NA,NA
S01,2014-05-14T11:20:00Z,N,Baseflow,35.5,9.38,NA,NA,200,201.0476,127,NA,742,NA
S01,2011-05-16T11:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,50.3498,40,NA,211,0
S01,2018-05-19T18:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,200,NA,NA,NA
S01,2018-05-21T13:55:00Z,N,Stormwater,NA,NA,NA,NA,380,383.2472,NA,NA,1384,NA
S01,2018-05-21T13:58:00Z,N,Stormwater,NA,NA,NA,NA,NA,382.112,NA,NA,1380,NA
S01,2013-05-29T09:50:00Z,N,Baseflow,NA,NA,NA,NA,120,147.1256,77,0,552,0
S01,2017-05-05T17:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,57,NA,NA,NA
S01,2015-05-06T12:15:00Z,N,Baseflow,26.1,6420,NA,NA,180,163.586,91.5,NA,610,NA
S01,2017-05-07T13:47:00Z,N,Stormwater,NA,NA,NA,NA,NA,100.2986,NA,NA,387,NA
S01,2017-05-07T13:50:00Z,N,Stormwater,NA,NA,NA,NA,86,NA,NA,NA,NA,NA
S01,2017-05-07T13:52:00Z,N,Stormwater,NA,NA,NA,NA,NA,100.2986,NA,NA,387,NA
S01,2015-06-01T14:25:00Z,N,Stormwater,27.8,7060,NA,NA,230,53.7554,98.5,NA,223,NA
S01,2019-06-10T12:50:00Z,FD,Baseflow,NA,NA,NA,NA,NA,NA,120,NA,NA,NA
S01,2019-06-10T12:50:00Z,N,Baseflow,NA,NA,NA,NA,250,NA,120,NA,NA,NA
S01,2012-06-12T11:00:00Z,N,Baseflow,NA,NA,NA,NA,73,97.7444,NA,NA,378,0
S01,2014-06-13T13:05:00Z,N,Stormwater,28.6,7.76,NA,NA,170,150.5312,103,NA,564,NA
S01,2013-06-20T10:10:00Z,N,Baseflow,NA,NA,NA,NA,140,205.3046,110,0,757,0
S01,2011-06-27T12:00:00Z,N,Stormwater,NA,NA,NA,NA,NA,86.6762,NA,NA,339,0
S01,2016-06-05T20:30:00Z,N,Stormwater,NA,NA,NA,NA,310,NA,152,NA,NA,NA
S01,2016-06-07T11:40:00Z,N,Stormwater,NA,NA,NA,NA,NA,124.9892,NA,NA,474,NA
S01,2016-06-07T11:45:00Z,N,Stormwater,NA,NA,NA,NA,NA,124.9892,NA,NA,474,NA
S01,2011-07-13T12:35:00Z,N,Baseflow,NA,NA,NA,NA,190,246.4556,150,NA,902,0
S01,2012-07-13T12:15:00Z,N,Baseflow,NA,NA,NA,NA,210,244.469,NA,NA,895,0
S01,2015-07-14T12:40:00Z,N,Baseflow,67.8,17000,NA,NA,490,560.906,239,NA,2010,NA
S01,2016-07-14T22:30:00Z,FD,Stormwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2016-07-14T22:30:00Z,N,Stormwater,NA,NA,NA,NA,240,NA,161,NA,NA,NA
S01,2016-07-15T16:26:00Z,N,Stormwater,NA,NA,NA,NA,NA,200.48,NA,NA,740,NA
S01,2016-07-15T16:31:00Z,N,Stormwater,NA,NA,NA,NA,NA,200.48,NA,NA,740,NA
S01,2017-07-17T16:40:00Z,N,Baseflow,NA,NA,NA,NA,NA,479.7392,NA,NA,1724,NA
S01,2017-07-17T16:45:00Z,N,Baseflow,NA,NA,NA,NA,440,478.0364,230,NA,1718,NA
S01,2017-07-17T16:50:00Z,N,Baseflow,NA,NA,NA,NA,NA,479.4554,NA,NA,1723,NA
S01,2018-07-17T13:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,310,NA,NA,NA
S01,2017-07-18T13:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,150,NA,NA,NA
S01,2018-07-18T14:28:00Z,N,Stormwater,NA,NA,NA,NA,350,NA,NA,NA,NA,NA
S01,2018-07-18T14:29:00Z,N,Stormwater,NA,NA,NA,NA,NA,302.9318,NA,NA,1101,NA
S01,2018-07-18T14:31:00Z,N,Stormwater,NA,NA,NA,NA,NA,354.0158,NA,NA,1281,NA
S01,2018-07-18T14:33:00Z,N,Stormwater,NA,NA,NA,NA,NA,354.2996,NA,NA,1282,NA
S01,2017-07-19T14:24:00Z,N,Stormwater,NA,NA,NA,NA,NA,332.7308,NA,NA,1206,NA
S01,2017-07-19T14:27:00Z,N,Stormwater,NA,NA,NA,NA,NA,332.7308,NA,NA,1206,NA
S01,2017-07-19T14:28:00Z,N,Stormwater,NA,NA,NA,NA,310,NA,NA,NA,NA,NA
S01,2014-07-22T12:07:00Z,N,Baseflow,40.7,10.8,NA,NA,240,221.4812,146,NA,814,NA
S01,2012-07-26T15:30:00Z,N,Stormwater,NA,NA,NA,NA,100,128.111,NA,NA,485,0
S01,2016-07-06T10:00:00Z,N,Baseflow,NA,NA,NA,NA,NA,419.006,NA,NA,1510,NA
S01,2016-07-06T09:45:00Z,N,Baseflow,NA,NA,NA,NA,360,NA,194,NA,NA,NA
S01,2016-07-06T09:47:00Z,N,Baseflow,NA,NA,NA,NA,NA,413.33,NA,NA,1490,NA
S01,2018-07-09T14:40:00Z,N,Baseflow,NA,NA,NA,NA,690,NA,270,NA,NA,NA
S01,2018-07-09T14:47:00Z,N,Baseflow,NA,NA,NA,NA,NA,662.22260000000006,NA,NA,2367,NA
S01,2018-07-09T14:49:00Z,N,Baseflow,NA,NA,NA,NA,NA,666.4796,NA,NA,2382,NA
S01,2018-07-09T14:51:00Z,N,Baseflow,NA,NA,NA,NA,NA,663.074,NA,NA,2370,NA
S01,2013-08-01T15:20:00Z,N,Baseflow,38,8.14,NA,NA,120,NA,128,NA,NA,NA
S01,2011-08-10T17:35:00Z,N,Stormwater,NA,NA,NA,NA,110,117.0428,NA,NA,446,0
S01,2015-08-12T12:15:00Z,N,Stormwater,24.2,5740,NA,NA,160,150.5312,84,NA,564,NA
S01,2010-08-19T13:10:00Z,N,Baseflow,NA,NA,NA,NA,420,NA,NA,NA,NA,NA
S01,2013-08-02T10:50:00Z,N,Stormwater,23.8,6.03,NA,NA,99,NA,84.1,NA,NA,NA
S01,2011-08-25T12:05:00Z,N,Baseflow,NA,NA,NA,NA,140,176.9246,100,NA,657,0
S01,2010-09-01T10:35:00Z,N,Baseflow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,2016-09-11T11:51:00Z,N,Stormwater,NA,NA,NA,NA,490,NA,226,NA,NA,NA
S01,2016-09-12T13:30:00Z,N,Stormwater,NA,NA,NA,NA,NA,350.894,NA,NA,1270,NA
S01,2016-09-12T13:35:00Z,N,Stormwater,NA,NA,NA,NA,NA,353.732,NA,NA,1280,NA
S01,2011-09-13T17:10:00Z,N,Baseflow,27,8.3,1,1,110,167.2754,100,NA,623,0
S01,2011-09-13T17:20:00Z,N,Stormwater,NA,NA,NA,NA,100,150.2474,NA,NA,563,0
S01,2013-09-13T13:03:00Z,N,Stormwater,16.7,4.27,NA,NA,64,NA,59.3,NA,NA,NA
S01,2012-09-14T10:10:00Z,N,Baseflow,NA,NA,NA,NA,150,242.1986,150,0,887,0
S01,2018-09-17T14:08:00Z,N,Baseflow,NA,NA,NA,NA,NA,184.5872,NA,NA,684,NA
S01,2018-09-17T14:09:00Z,N,Baseflow,NA,NA,NA,NA,NA,184.0196,NA,NA,682,NA
S01,2018-09-17T14:10:00Z,N,Baseflow,NA,NA,NA,NA,NA,183.1682,NA,NA,679,NA
S01,2018-09-17T14:11:00Z,N,Baseflow,NA,NA,NA,NA,210,NA,120,NA,NA,NA
S01,2015-09-18T11:25:00Z,N,Baseflow,41.9,10800,NA,NA,250,NA,149,NA,NA,NA
S01,2018-09-18T09:51:00Z,N,Stormwater,NA,NA,NA,NA,NA,NA,110,NA,NA,NA
S01,2018-09-19T14:24:00Z,N,Stormwater,NA,NA,NA,NA,NA,209.8454,NA,NA,773,NA
S01,2018-09-19T14:25:00Z,N,Stormwater,NA,NA,NA,NA,NA,209.8454,NA,NA,773,NA
S01,2018-09-19T14:26:00Z,N,Stormwater,NA,NA,NA,NA,NA,209.5616,NA,NA,772,NA
S01,2018-09-19T14:29:00Z,N,Stormwater,NA,NA,NA,NA,160,NA,NA,NA,NA,NA
